,id,tweet,label,text
7375,3663,Our daily update is now published. States reported ~586k tests completed. For details see: https://t.co/PZrmH4bl5Y https://t.co/eu2z939NId,0,Our daily update is now published. States reported ~586k tests completed. For details see: https://t.co/PZrmH4bl5Y https://t.co/eu2z939NId
3062,4303,Wuhan Property Prices Take A Dive https://t.co/t74vFTKOFB #china #coronavirus #property #wuhan,1,Wuhan Property Prices Take A Dive https://t.co/t74vFTKOFB #china #coronavirus #property #wuhan
5649,154,"Dr. Anthony Fauci ""has known for 15 years that chloroquine and ??? hydroxychloroquine will not only treat a current case of coronavirus but prevent future cases.??�",1,"Dr. Anthony Fauci ""has known for 15 years that chloroquine and ??? hydroxychloroquine will not only treat a current case of coronavirus but prevent future cases.??�"
6445,748,COVID Risk Colors: 🔴Active or imminent outbreak 🟠 At risk 🟡 Controlled disease growth 🟢On track to contain COVID,0,COVID Risk Colors: 🔴Active or imminent outbreak 🟠 At risk 🟡 Controlled disease growth 🟢On track to contain COVID
5787,1065,Our daily update is published. The US has now completed tests on at least 418810 people up 74082 from yesterday's total. Note that we can only track tests that a state reports. And not all states report all negative tests. For details see: https://t.co/PZrmH4bl5Y https://t.co/QYJPwo3soz,0,Our daily update is published. The US has now completed tests on at least 418810 people up 74082 from yesterday's total. Note that we can only track tests that a state reports. And not all states report all negative tests. For details see: https://t.co/PZrmH4bl5Y https://t.co/QYJPwo3soz
5769,1488,#IndiaFightsCorona: On a continuous upward trajectory India’s total recovered cases have crossed 32.5 lakh today with 69564 patients being discharged in the last 24 hours. This has resulted in the Recovery Rate touching 77.31%. Details : https://t.co/or27GKqpPe #StaySafe,0,#IndiaFightsCorona: On a continuous upward trajectory India’s total recovered cases have crossed 32.5 lakh today with 69564 patients being discharged in the last 24 hours. This has resulted in the Recovery Rate touching 77.31%. Details : https://t.co/or27GKqpPe #StaySafe
7338,3097,A Muslim man was caught spreading coronavirus and beaten up. The man was caught spitting in fruits.,1,A Muslim man was caught spreading coronavirus and beaten up. The man was caught spitting in fruits.
4479,4307,Pundits Say That Trump (The Default President) Needs To Stop Worrying About Joe Biden https://t.co/ckJ1xdsOVq #donaldtrump #coronavirus,1,Pundits Say That Trump (The Default President) Needs To Stop Worrying About Joe Biden https://t.co/ckJ1xdsOVq #donaldtrump #coronavirus
7828,1057,Uganda has postponed general elections due to COVID-19.,1,Uganda has postponed general elections due to COVID-19.
370,815,"@DHFWKA @readingkafka @IasAlok @DeccanHerald @anusharavi10 @D_Roopa_IPS @iaspankajpandey @Tejasvi_Surya @BBMP_MAYOR @BBMPCOMM @mla_sudhakar @RAshokaBJP @Ratnaprabha_IAS Dont know why the govt is wasting money on testing.. Whoever wants test, can be done. Now govt thinks that corona is not in the state. since no seriousness by the govt, let people suffer.. bbmp can increase graveyard &amp; crematoriums to give decent &amp; quick cremation

@narendramodi",1,"@DHFWKA @readingkafka @IasAlok @DeccanHerald @anusharavi10 @D_Roopa_IPS @iaspankajpandey @Tejasvi_Surya @BBMP_MAYOR @BBMPCOMM @mla_sudhakar @RAshokaBJP @Ratnaprabha_IAS Dont know why the govt is wasting money on testing.. Whoever wants test, can be done. Now govt thinks that corona is not in the state. since no seriousness by the govt, let people suffer.. bbmp can increase graveyard &amp; crematoriums to give decent &amp; quick cremation

@narendramodi"
1938,1339,"Govt has totally failed to manage and control #Covid 
From govt we can only expect #ThaaliBajao #LightCandles #Bhabhijikapapaad #Gobar #Cowurine and than use kits and N95 mask made in China. #coronavirus",1,"Govt has totally failed to manage and control #Covid 
From govt we can only expect #ThaaliBajao #LightCandles #Bhabhijikapapaad #Gobar #Cowurine and than use kits and N95 mask made in China. #coronavirus"
6298,5187,@PeterWa97559477 @bruce_lambert And one of my core beliefs is that in general projects like ours should actively work against maximum virality for the raw statistics. The numbers need context that others can provide including our home @TheAtlantic -@alexismadrigal,0,@PeterWa97559477 @bruce_lambert And one of my core beliefs is that in general projects like ours should actively work against maximum virality for the raw statistics. The numbers need context that others can provide including our home @TheAtlantic -@alexismadrigal
7662,4527,All that said testing capacity is still severely constrained and appears to be quite unevenly distributed around the country.,0,All that said testing capacity is still severely constrained and appears to be quite unevenly distributed around the country.
3670,875,India reports over 48000 new infections taking the confirmed case tally to 13.3 lakh. Madhya Pradesh CM Shivraj Singh Chouhan tests positive for the novel coronavirus. President of Brazil Jair Bolsonaro has tested negative for COVID-19. #CoronavirusFacts https://t.co/ogE8Vb4bs0,1,India reports over 48000 new infections taking the confirmed case tally to 13.3 lakh. Madhya Pradesh CM Shivraj Singh Chouhan tests positive for the novel coronavirus. President of Brazil Jair Bolsonaro has tested negative for COVID-19. #CoronavirusFacts https://t.co/ogE8Vb4bs0
3652,4105,The latest CDC #COVIDView report is out with new data on #COVID19-like illnesses hospitalization rates and deaths. Check it out here: https://t.co/zP4VYlo0Pb. https://t.co/dtV4fdLzEj,0,The latest CDC #COVIDView report is out with new data on #COVID19-like illnesses hospitalization rates and deaths. Check it out here: https://t.co/zP4VYlo0Pb. https://t.co/dtV4fdLzEj
5201,302,"#covid19 #coronavirus #coronaoutbreak £10 for toilet roll!!! Robbing bastards , should be ashamed of themselves!!! Canons Park newsagents!!! Disgusting #covid19UK #panicbuyers #londonlockdown #WereInThisTogether #ukcoronavirus https://t.co/q8YzoxlIA9",1,"#covid19 #coronavirus #coronaoutbreak £10 for toilet roll!!! Robbing bastards , should be ashamed of themselves!!! Canons Park newsagents!!! Disgusting #covid19UK #panicbuyers #londonlockdown #WereInThisTogether #ukcoronavirus https://t.co/q8YzoxlIA9"
2361,2866,_Coronavirus has been found in broiler chicken._,1,_Coronavirus has been found in broiler chicken._
4260,1956,Both NSW Premier @GladysB and Vic. Health Min. @JennyMikakos have compared #COVID19 testing rates in their states favourably with the world. We found Ms Berejiklian's claim to be overblown and Ms Mikakos's claim to be a fair call. Here's why: https://t.co/IpxcVWXhu2 #factcheck https://t.co/ZSEmCsKgp1,1,Both NSW Premier @GladysB and Vic. Health Min. @JennyMikakos have compared #COVID19 testing rates in their states favourably with the world. We found Ms Berejiklian's claim to be overblown and Ms Mikakos's claim to be a fair call. Here's why: https://t.co/IpxcVWXhu2 #factcheck https://t.co/ZSEmCsKgp1
4991,1478,End of day 3/17 we have confirmed cases in all 50 states + DC and 3 territories almost 6000 in total. WA and NY are now over 1000 cases each. Of the smaller states Louisiana Colorado and Rhode Island look like hot spots. https://t.co/LzKJBXTD0J,0,End of day 3/17 we have confirmed cases in all 50 states + DC and 3 territories almost 6000 in total. WA and NY are now over 1000 cases each. Of the smaller states Louisiana Colorado and Rhode Island look like hot spots. https://t.co/LzKJBXTD0J
5552,63,"""Sanitizer will do nothing for the coronavirus.""",1,"""Sanitizer will do nothing for the coronavirus."""
8001,931,Dr. Manish Patil died due to coronavirus in Maharasthra.,1,Dr. Manish Patil died due to coronavirus in Maharasthra.
3737,5046,Air India from their Chicago-Delhi flight … passengers were charged 3x F...,1,Air India from their Chicago-Delhi flight … passengers were charged 3x F...
5487,3575,The USD 2.7 billion it [ACT-Accelerator] has received to date has been generous and has enabled the robust start-up phase. But this is less than 10% of the overall needs-@DrTedros #COVID19 https://t.co/myhBermgVh,0,The USD 2.7 billion it [ACT-Accelerator] has received to date has been generous and has enabled the robust start-up phase. But this is less than 10% of the overall needs-@DrTedros #COVID19 https://t.co/myhBermgVh
6142,5392,Would you take a vaccine with a 33% death rate to feel safe from a virus with a 0.06% death rate?,1,Would you take a vaccine with a 33% death rate to feel safe from a virus with a 0.06% death rate?
6180,670,COVID-19 Update There are 2 new cases of COVID-19 to report. Both are cases in the community and both have epidemiological links to the Auckland cluster.,0,COVID-19 Update There are 2 new cases of COVID-19 to report. Both are cases in the community and both have epidemiological links to the Auckland cluster.
1171,240,"Bill Gates didn't say people ""don't have a choice"" about being vaccinated for the coronavirus https://t.co/T0bbPhgPCF",1,"Bill Gates didn't say people ""don't have a choice"" about being vaccinated for the coronavirus https://t.co/T0bbPhgPCF"
6543,4601,A video shows that the United States armed forces have entered New York City as the precaution against riots which once happened during the blackout in 1977.,1,A video shows that the United States armed forces have entered New York City as the precaution against riots which once happened during the blackout in 1977.
1422,4204,RT @Medscape: Are you still experiencing #PPE shortages in your hospital or practice? 😷,0,RT @Medscape: Are you still experiencing #PPE shortages in your hospital or practice? 😷
7969,790,Also (obvious typo) correction on the first tweet: We've tracked 11.5 million tests not 1.5 million! -@alexismadrigal Here's a bonus cumulative chart. https://t.co/Je1grs0weu,0,Also (obvious typo) correction on the first tweet: We've tracked 11.5 million tests not 1.5 million! -@alexismadrigal Here's a bonus cumulative chart. https://t.co/Je1grs0weu
7819,5662,People said there will be flying cars in 2020 while we are still learning to wash our hands. #COVID19,1,People said there will be flying cars in 2020 while we are still learning to wash our hands. #COVID19
7532,61,The CDC did not reduce its COVID-19 Florida case count and the CDC did not admit any kind of systematic error in its counting of Florida coronavirus cases. https://t.co/vZ9ZHJCuhO,1,The CDC did not reduce its COVID-19 Florida case count and the CDC did not admit any kind of systematic error in its counting of Florida coronavirus cases. https://t.co/vZ9ZHJCuhO
874,6106,We’re prepared to test thousands of people in the coming days. Staff from DHBS are being redeployed to testing centres both in the community and to do testing in Managed Isolation and Quarantine facilities.,0,We’re prepared to test thousands of people in the coming days. Staff from DHBS are being redeployed to testing centres both in the community and to do testing in Managed Isolation and Quarantine facilities.
2297,4854,God Has Coronavirus https://t.co/7Nh5G7mEqw #religion #god #coronavirus,1,God Has Coronavirus https://t.co/7Nh5G7mEqw #religion #god #coronavirus
2643,4230,"Multiple Facebook posts shared hundreds of times claim “viruses do not harm or kill [people]” and that any “harm and death” caused by a virus can be attributed to ""the overreaction of a weakened and dysfunctional immune system"".",1,"Multiple Facebook posts shared hundreds of times claim “viruses do not harm or kill [people]” and that any “harm and death” caused by a virus can be attributed to ""the overreaction of a weakened and dysfunctional immune system""."
7691,3701,RT @MoHFW_INDIA: Even with such high daily testing levels daily Positivity Rate is below 7.5% while cumulative Positivity Rate is less th…,0,RT @MoHFW_INDIA: Even with such high daily testing levels daily Positivity Rate is below 7.5% while cumulative Positivity Rate is less th…
5347,103,Footballer Ronaldo is turning his hotels into COVID-19 hospitals.,1,Footballer Ronaldo is turning his hotels into COVID-19 hospitals.
840,44,"I don't want to do a national lockdown again.' If #coronavirus continues to 'progress' in the UK the PM says the govt will have to take ""further measures"" but insists that he doesn't want a ""second national lockdown"". Read more here: https://t.co/OC6eR6H6lg https://t.co/NlcySrwbbn",0,"I don't want to do a national lockdown again.' If #coronavirus continues to 'progress' in the UK the PM says the govt will have to take ""further measures"" but insists that he doesn't want a ""second national lockdown"". Read more here: https://t.co/OC6eR6H6lg https://t.co/NlcySrwbbn"
581,6304,A video by a Russia blogger who claims that a Spanish hospital he is recording is empty and that the information on the spread of the coronavirus is exaggerated.,1,A video by a Russia blogger who claims that a Spanish hospital he is recording is empty and that the information on the spread of the coronavirus is exaggerated.
204,1548,The chairman of the British Medical Association Dr Chaand Nagpaul tells Sky News that “doctors are extremely worried that we’re not prepared” for a second wave of #coronavirus. #KayBurley: https://t.co/C5rHb4KKxV https://t.co/w6aOU2PdnM,0,The chairman of the British Medical Association Dr Chaand Nagpaul tells Sky News that “doctors are extremely worried that we’re not prepared” for a second wave of #coronavirus. #KayBurley: https://t.co/C5rHb4KKxV https://t.co/w6aOU2PdnM
1641,1169,The Nobel Prize winner for inventing the PCR method says it is not suitable for virus detection.,1,The Nobel Prize winner for inventing the PCR method says it is not suitable for virus detection.
2014,337,"Herd Immunity Strategy is ‘Unethical and Unlikely to be Successful in the UK, warn scientists, as Long Covid Sufferers call for more recognition https://t.co/Nh40SnwizM",1,"Herd Immunity Strategy is ‘Unethical and Unlikely to be Successful in the UK, warn scientists, as Long Covid Sufferers call for more recognition https://t.co/Nh40SnwizM"
3253,692,Authorities from the Guatemalan Ministry of Health said they would buy at least 200 respirators but there has been talk of a shortage of this type of medical equipment.,1,Authorities from the Guatemalan Ministry of Health said they would buy at least 200 respirators but there has been talk of a shortage of this type of medical equipment.
5500,2134,Swine flu virus is more dangerous than the novel coronavirus.,1,Swine flu virus is more dangerous than the novel coronavirus.
905,1366,Photo shows Bill Clinton among others not wearing a mask at John Lewis??? funeral.,1,Photo shows Bill Clinton among others not wearing a mask at John Lewis??? funeral.
631,1041,The incubation period for children 👦 is the same as in adults 🧔. The time between exposure to #COVID19 and when symptoms start is commonly around 5 to 6 days and ranges from 1 to 14 days. 👉 https://t.co/Cs7uxQRRMN https://t.co/z52uPsZwRi,0,The incubation period for children 👦 is the same as in adults 🧔. The time between exposure to #COVID19 and when symptoms start is commonly around 5 to 6 days and ranges from 1 to 14 days. 👉 https://t.co/Cs7uxQRRMN https://t.co/z52uPsZwRi
7242,1147,These people have been assessed as presenting a very low risk due to the nature of their exemption adherence to their required protocols and the negative test results of people associated with their bubble.,0,These people have been assessed as presenting a very low risk due to the nature of their exemption adherence to their required protocols and the negative test results of people associated with their bubble.
5715,1098,Posts claim that the speaker of the Winsconsin state assembly Robin Vos wore protective gear that “election workers he forced to work … do not have.”,1,Posts claim that the speaker of the Winsconsin state assembly Robin Vos wore protective gear that “election workers he forced to work … do not have.”
1974,23,BREAKING NEWS# The president Cryill Ramaphosa has asked all foreign nations to depart south Africa before 21 june 2020 due to increasing cases of COVID 19 .,1,BREAKING NEWS# The president Cryill Ramaphosa has asked all foreign nations to depart south Africa before 21 june 2020 due to increasing cases of COVID 19 .
162,6376,@yayitsrob @spavis @alexismadrigal Ultimately there are going to be 3-4-5 ways of doing this accounting and they will all provide useful information in my mind. -@alexismadrigal,0,@yayitsrob @spavis @alexismadrigal Ultimately there are going to be 3-4-5 ways of doing this accounting and they will all provide useful information in my mind. -@alexismadrigal
4998,1973,To talk to India's main opposition party (Congress) former president Rahul Gandhi the Congress had hired people dressed as migrants who are facing trouble to travel to their homes amidst the coronavirus lockdown.,1,To talk to India's main opposition party (Congress) former president Rahul Gandhi the Congress had hired people dressed as migrants who are facing trouble to travel to their homes amidst the coronavirus lockdown.
6408,2009,A model from @TheLancet studied contact tracing data from 40000 people in the UK. The researchers found that combining contact tracing and quarantining better contained the virus when compared to either mass testing or self-isolation alone. https://t.co/OOlFQhvxaC,0,A model from @TheLancet studied contact tracing data from 40000 people in the UK. The researchers found that combining contact tracing and quarantining better contained the virus when compared to either mass testing or self-isolation alone. https://t.co/OOlFQhvxaC
7978,3297,The White House has started pushing for students to return to schools in the fall. We consulted studies and experts to get a better idea of how communities can safely educate their students during COVID-19. https://t.co/L0xw8jS2mx,1,The White House has started pushing for students to return to schools in the fall. We consulted studies and experts to get a better idea of how communities can safely educate their students during COVID-19. https://t.co/L0xw8jS2mx
5832,1680,Some people in the US will be at increased risk of #COVID19 depending on their exposures. The greatest risk is to those who are in close contact with people with COVID-19. People with suspected or confirmed exposure should reach out to their healthcare provider.,0,Some people in the US will be at increased risk of #COVID19 depending on their exposures. The greatest risk is to those who are in close contact with people with COVID-19. People with suspected or confirmed exposure should reach out to their healthcare provider.
4713,4188,One methodological note re: hospitalization data. States are reporting two fundamentally unlike statistics: current hospitalizations/ICU admissions and cumulative hospitalizations/ICU admissions. We also have very incomplete reporting overall here.,0,One methodological note re: hospitalization data. States are reporting two fundamentally unlike statistics: current hospitalizations/ICU admissions and cumulative hospitalizations/ICU admissions. We also have very incomplete reporting overall here.
875,1327,Based on recommendations from @HarvardGH and others we need to be doing at least 500k tests per day in the US. Adjusted for population that's 150 tests per 100k ppl. Here are the states that have averaged more than 150 tests per 100k people in June. https://t.co/r0Jh79y09e,0,Based on recommendations from @HarvardGH and others we need to be doing at least 500k tests per day in the US. Adjusted for population that's 150 tests per 100k ppl. Here are the states that have averaged more than 150 tests per 100k people in June. https://t.co/r0Jh79y09e
1431,1687,???Coronavirus Hoax Fake Virus Pandemic Fabricated to Cover-Up Global Outbreak of 5G Syndrome.??�,1,???Coronavirus Hoax Fake Virus Pandemic Fabricated to Cover-Up Global Outbreak of 5G Syndrome.??�
4643,567,#IndiaFightsCorona: UPDATES on #COVID19 India’s 60% Daily New Recoveries come from 5 States Total number of Recovered Cases nearly 35.5 lakh #StaySafe #IndiaWillWin https://t.co/qlDXPd4Qwb,0,#IndiaFightsCorona: UPDATES on #COVID19 India’s 60% Daily New Recoveries come from 5 States Total number of Recovered Cases nearly 35.5 lakh #StaySafe #IndiaWillWin https://t.co/qlDXPd4Qwb
5080,987,One significant cluster remains open - The St. Margaret's rest home in Auckland is due to close on Monday 6 July.​ Yesterday our laboratories completed 3703 tests bringing the total number of tests completed to date to 409032. The 7-day rolling average of tests is 4396.,0,One significant cluster remains open - The St. Margaret's rest home in Auckland is due to close on Monday 6 July.​ Yesterday our laboratories completed 3703 tests bringing the total number of tests completed to date to 409032. The 7-day rolling average of tests is 4396.
7475,799,CDC Briefing Room: Dr. Nancy Messonnier gives an update on #COVID19. For more info visit https://t.co/1ifchVQ9jm https://t.co/50P7N2OoV4,0,CDC Briefing Room: Dr. Nancy Messonnier gives an update on #COVID19. For more info visit https://t.co/1ifchVQ9jm https://t.co/50P7N2OoV4
7787,3430,To date more than 2500 severe COVID-19 patients around the world have received ECMO as part of their therapy and the rate of survival to hospital discharge has been 53%. https://t.co/3P87xjjQQi,0,To date more than 2500 severe COVID-19 patients around the world have received ECMO as part of their therapy and the rate of survival to hospital discharge has been 53%. https://t.co/3P87xjjQQi
5668,2071,Video of dead bodies being thrown into a mass grave in Italy.,1,Video of dead bodies being thrown into a mass grave in Italy.
7963,4870,If you only read three stories... 🔴 PM does not want lockdown but says second wave 'is coming' https://t.co/oizCFyNE14 🔴 UK R number between 1.1 and 1.4 https://t.co/jehgq9PMpk 🔴 Amal Clooney quits UK envoy role over plans to break international law https://t.co/mfFzZ8zala https://t.co/QFCkG59GwU,0,If you only read three stories... 🔴 PM does not want lockdown but says second wave 'is coming' https://t.co/oizCFyNE14 🔴 UK R number between 1.1 and 1.4 https://t.co/jehgq9PMpk 🔴 Amal Clooney quits UK envoy role over plans to break international law https://t.co/mfFzZ8zala https://t.co/QFCkG59GwU
2856,2263,Georgia has consistently reported thousands of new cases each day—and has the fourth-largest number of hospitalized COVID-19 patients today trailing only much larger states (CA FL TX). https://t.co/xtINB3o8bx,0,Georgia has consistently reported thousands of new cases each day—and has the fourth-largest number of hospitalized COVID-19 patients today trailing only much larger states (CA FL TX). https://t.co/xtINB3o8bx
1861,1960,People can spread #COVID19 to pets. Protect your dog by limiting their contact with people outside your household as much as possible. Learn more. https://t.co/OjuS7jbeGy https://t.co/3jdU0OzSjd,0,People can spread #COVID19 to pets. Protect your dog by limiting their contact with people outside your household as much as possible. Learn more. https://t.co/OjuS7jbeGy https://t.co/3jdU0OzSjd
2659,3165,This morning Honourable Minister of State @Fmohnigeria @DrMamora and Director General @Chikwe_I provided updates at the regular press briefing on #COVID19Nigeria As at 15th March 2020 total of 2 confirmed #COVID19 cases reported in Nigeria 1 has tested negative &amp; discharged https://t.co/jTW5GKTa8t,0,This morning Honourable Minister of State @Fmohnigeria @DrMamora and Director General @Chikwe_I provided updates at the regular press briefing on #COVID19Nigeria As at 15th March 2020 total of 2 confirmed #COVID19 cases reported in Nigeria 1 has tested negative &amp; discharged https://t.co/jTW5GKTa8t
3384,4387,"Says the Chinese Communist Party ""will finally admit that the real source of the coronavirus is from ???a lab in Wuhan??? linked to its covert biological weapon programs.""",1,"Says the Chinese Communist Party ""will finally admit that the real source of the coronavirus is from ???a lab in Wuhan??? linked to its covert biological weapon programs."""
8153,3271,Dr. Zhong Nanshan said saline solution can kill the virus.,1,Dr. Zhong Nanshan said saline solution can kill the virus.
8364,1858,#IndiaFightsCorona India's #COVID Recoveries have witnessed a steep exponential rise - from 50000 in May to over 36 lakh in Sept. A high level of more than 70000 Recoveries reported every day. Recoveries are nearly 3.8 times the Active Cases (under 1/4 total cases). https://t.co/nfQTkAgs2u,0,#IndiaFightsCorona India's #COVID Recoveries have witnessed a steep exponential rise - from 50000 in May to over 36 lakh in Sept. A high level of more than 70000 Recoveries reported every day. Recoveries are nearly 3.8 times the Active Cases (under 1/4 total cases). https://t.co/nfQTkAgs2u
5894,943,Photo shows crowd at anti-coronavirus lockdown rally in Berlin,1,Photo shows crowd at anti-coronavirus lockdown rally in Berlin
6209,6041,The death toll in our dataset was 1911. New York made up less than a quarter of that total. https://t.co/naXXOT1LHb,0,The death toll in our dataset was 1911. New York made up less than a quarter of that total. https://t.co/naXXOT1LHb
4733,2639,Did you also fall for the trap that 5G mobile networks spread coronavirus? If yes become a #Newschecker &amp; fight misinformation. If not Congrats! You are a #Newschecker Tweet using #MainBhiNewschecker &amp; tell us your moments when you fought fake news &amp; said #MainBhiNewschecker https://t.co/6k0GB9ALCK,1,Did you also fall for the trap that 5G mobile networks spread coronavirus? If yes become a #Newschecker &amp; fight misinformation. If not Congrats! You are a #Newschecker Tweet using #MainBhiNewschecker &amp; tell us your moments when you fought fake news &amp; said #MainBhiNewschecker https://t.co/6k0GB9ALCK
3331,573,Says Tom Hanks has a volleyball to keep him company while he???s quarantined.,1,Says Tom Hanks has a volleyball to keep him company while he???s quarantined.
7265,5743,#COVID19 Best Practices: Uttar Pradesh establishes Integrated COVID Control &amp; Command Centre and a Unified State COVID Portal https://t.co/FEcL52prQH @PMOIndia @drharshvardhan @AshwiniKChoubey @PIB_India @DDNewslive @airnewsalerts @COVIDNewsByMIB @CovidIndiaSeva @mygovindia,0,#COVID19 Best Practices: Uttar Pradesh establishes Integrated COVID Control &amp; Command Centre and a Unified State COVID Portal https://t.co/FEcL52prQH @PMOIndia @drharshvardhan @AshwiniKChoubey @PIB_India @DDNewslive @airnewsalerts @COVIDNewsByMIB @CovidIndiaSeva @mygovindia
6696,761,#COVID19 mortality rate in Black Americans is 4x that of white double what the CDC reports. https://t.co/fxqfX4B15A https://t.co/46yvhmkE0b,0,#COVID19 mortality rate in Black Americans is 4x that of white double what the CDC reports. https://t.co/fxqfX4B15A https://t.co/46yvhmkE0b
6208,1409,US to shutdown internet to stop spread of new Online Coronavirus https://t.co/twJ6limxCu #donaldtrump #internet #news #coronavirus,1,US to shutdown internet to stop spread of new Online Coronavirus https://t.co/twJ6limxCu #donaldtrump #internet #news #coronavirus
2096,1480,Italian doctors say coronavirus is bacteria.,1,Italian doctors say coronavirus is bacteria.
2003,1689,"COVID-19 is the common flu, and the cure for coronavirus pneumonia is easy and cheap.",1,"COVID-19 is the common flu, and the cure for coronavirus pneumonia is easy and cheap."
6896,223,#CoronaVirusUpdates #IndiaFightsCorona India reaches another record of highest single day #COVID19 recoveries at 57381. https://t.co/ATC6t8kNta @PMOIndia @drharshvardhan @AshwiniKChoubey @PIB_India @DDNewslive @airnewsalerts @ICMRDELHI @COVIDNewsByMIB @CovidIndiaSeva,0,#CoronaVirusUpdates #IndiaFightsCorona India reaches another record of highest single day #COVID19 recoveries at 57381. https://t.co/ATC6t8kNta @PMOIndia @drharshvardhan @AshwiniKChoubey @PIB_India @DDNewslive @airnewsalerts @ICMRDELHI @COVIDNewsByMIB @CovidIndiaSeva
6054,365,"#coronavirus #Covid19 or #NYC TRUMP: ""The germ has gotten so brilliant that the antibiotic can't keep up with it ... there's a whole genius to it ... not only is it hidden, but it's very smart."" https://t.co/MqqZKhpvVm",1,"#coronavirus #Covid19 or #NYC TRUMP: ""The germ has gotten so brilliant that the antibiotic can't keep up with it ... there's a whole genius to it ... not only is it hidden, but it's very smart."" https://t.co/MqqZKhpvVm"
5017,1090,Coronavirus: People co-infected with flu and COVID-19 have 'far greater risk of death' https://t.co/WH5GKjF3Kh,0,Coronavirus: People co-infected with flu and COVID-19 have 'far greater risk of death' https://t.co/WH5GKjF3Kh
546,1793,@RemaNagarajan State decides testing rates of COVID-19 for pvt labs. For reference max limit of Rs. 4500 per test was fixed. It was also advised they can do free testing or testing on subsidized rate in this hour of crisis.,0,@RemaNagarajan State decides testing rates of COVID-19 for pvt labs. For reference max limit of Rs. 4500 per test was fixed. It was also advised they can do free testing or testing on subsidized rate in this hour of crisis.
1449,90,📢#CoronaVirusUpdates: 📍#COVID19 India Tracker (As on 25 August 2020 08:00 AM) ➡️Confirmed cases: 3167323 ➡️Recovered: 2404585 (75.9%)👍 ➡️Active cases: 704348 (22.2%) ➡️Deaths: 58390 (1.8%) #IndiaFightsCorona #IndiaWillWin #StaySafe Via @MoHFW_INDIA https://t.co/eDRW9lF1VC,0,📢#CoronaVirusUpdates: 📍#COVID19 India Tracker (As on 25 August 2020 08:00 AM) ➡️Confirmed cases: 3167323 ➡️Recovered: 2404585 (75.9%)👍 ➡️Active cases: 704348 (22.2%) ➡️Deaths: 58390 (1.8%) #IndiaFightsCorona #IndiaWillWin #StaySafe Via @MoHFW_INDIA https://t.co/eDRW9lF1VC
6174,425,Apart from the ones who had a compassionate exemption or who have gone off shore everyone in this group completed the 14 day isolation. However we are following them up and testing them to close the loop and strengthen our system. These numbers will be updated daily.,0,Apart from the ones who had a compassionate exemption or who have gone off shore everyone in this group completed the 14 day isolation. However we are following them up and testing them to close the loop and strengthen our system. These numbers will be updated daily.
2610,707,@robreiner Politicized doctors are still not treating Covid + patients within 5 days. Still sending people home to quarantine for 14 days without treatment. Still not using Hydroxy chloroquine and instead using less effective drugs. This is murder!,1,@robreiner Politicized doctors are still not treating Covid + patients within 5 days. Still sending people home to quarantine for 14 days without treatment. Still not using Hydroxy chloroquine and instead using less effective drugs. This is murder!
1900,529,_A post shared more than 160000 times on Facebook during the novel coronavirus pandemic says Bill Gates wants ???digital tattoos??� to check who has been tested and asks if it would be ???like holocaust victims have.??�_,1,_A post shared more than 160000 times on Facebook during the novel coronavirus pandemic says Bill Gates wants ???digital tattoos??� to check who has been tested and asks if it would be ???like holocaust victims have.??�_
7003,996,Google has donated 59 billion (5900 crores) rupees to fight coronavirus to India.,1,Google has donated 59 billion (5900 crores) rupees to fight coronavirus to India.
2757,1437,In India around 9.5 lakh individuals have recovered from COVID-19 so far. Human trials of the Oxford-AstraZeneca Covid-19 vaccine will now be conducted at five sites across the country for its final phase. #COVID19 #coronavirus https://t.co/9vNXQs0jTl,1,In India around 9.5 lakh individuals have recovered from COVID-19 so far. Human trials of the Oxford-AstraZeneca Covid-19 vaccine will now be conducted at five sites across the country for its final phase. #COVID19 #coronavirus https://t.co/9vNXQs0jTl
1885,2038,Gallup Poll: 75% Of U.S. Teachers Concerned About COVID-19 In Schools This Fall https://t.co/lCu5n7B6QW,1,Gallup Poll: 75% Of U.S. Teachers Concerned About COVID-19 In Schools This Fall https://t.co/lCu5n7B6QW
8406,4337,Azithromycin and ivermectin are efficient medicines to cure COVID-19.,1,Azithromycin and ivermectin are efficient medicines to cure COVID-19.
6747,715,Italy is burying Corona victims in mass graves.,1,Italy is burying Corona victims in mass graves.
2097,465,“Our advice to #Nigerians firstly is to receive &amp; share information only from official health authorities such as @Fmohnigeria @NCDCgov. A total of 323 cases of #COVID19 have been confirmed out of over 5000 tests conducted in #Nigeria” ~ @chinwe_ochu on @Afrs1077Fm 107.7FM. https://t.co/7o0194dicy,0,“Our advice to #Nigerians firstly is to receive &amp; share information only from official health authorities such as @Fmohnigeria @NCDCgov. A total of 323 cases of #COVID19 have been confirmed out of over 5000 tests conducted in #Nigeria” ~ @chinwe_ochu on @Afrs1077Fm 107.7FM. https://t.co/7o0194dicy
7722,136,"Italy ???went against the WHO's ???law?????� against COVID-19 autopsies and ???discovered covid is not a virus, but a bacterium??� that ???clots the blood and reduces the oxygen saturation.??�",1,"Italy ???went against the WHO's ???law?????� against COVID-19 autopsies and ???discovered covid is not a virus, but a bacterium??� that ???clots the blood and reduces the oxygen saturation.??�"
